"","X1_1","Question","Answer","Speaker"
"106",152,"

لقد وجدت في الأسواق بعض الالعاب الألكترونية التي يتم اللعب بها عن طريق الكمبيوتر ومن بين هذه الألعاب لعبة تحرير العراق التي تتكون من مراحل منها قصف بعض المدن المقدسة داخل العراق مثل كربلاء والنجف وسامراء وخارج العراق مثل مشهد المقدسة وسوريا وغيرها من تلك المدن التي تقع فيها العتبات المقدسة، وقد نجد في مثل تلك اللعب ما يهين تلك المدن المقدسة فما رأي سماحة السيد بذلك؟","اذا فرض اشتمالها علي هتك المقدّسات فلا يجوز بيعها ولا شراؤها ولا اقتناؤها.","السيستاني"
"107",153,"

ما رأي سماحتكم بمن يتكسب من محل العاب ( البلي ستيشن ) دون رهان من لاعبيها ؟","لا بأس في ذلك في حدّ ذاته ما لم يقترن بالاستماع إلى الغناء والموسيقى ونحوه.","السيستاني"
"108",154,"

هل الأجر الذي يحصل عليه صاحب محل الالعاب الفديوية (الاتاري) لقاء لعب الأشخاص بهذه الالعاب حلال ؟","إذا لم تكن الالعاب الموضوعة في الجهاز من الالعاب القمارية المحرمة فلا بأس بها وبالأجرة .","السيستاني"
"109",155,"

هل يعتبر الدف والطبل من الآلات المشتركة، ومن ثم هل يجوز استعمالهما في الأعراس إذا تم استخدامهما بطريقة غير لهوية ؟","اذا كان الضرب بكيفية تنبعث منها موسيقى مناسبة لمجالس اللهو واللعب فلا يجوز .","السيستاني"
"110",156,"

هل يجوز المتاجرة بآلات اللهو؟","لايجوز المتاجرة بآلات اللهو المحرّم بيعا ً وشراءً أو غيرهما، كما لايجوز صنعها وأخذ الاجرة عليها.
والمقصود بآلة اللهو المحرّم ما يكون ـ بما له من الصورة الصناعية التي بها قوام ماليّته ولأجلها يقتنيه الغالب ـ لايناسب أن يستعمل الا للهو الحرام.","السيستاني"
"111",157,"

هل يجوز تحديث جهاز الستلايت(المستقبل) عن طريق فتح الشفرات؟","إذا علمت بأنها قنوات اباحية فلايجوز.","السيستاني"
"112",161,"

هل يجوز مشاهدة الافلام الاباحية بين الزوجين؟","لايجوز مع التلذذ الشهوي من نفس المشاهدة بل وكذا بدونه على الاحوط وجوبا.","السيستاني"
"113",162,"

هل يجوز مشاهدة الافلام الاجنبية؟","يجوز ان لم تكن خلاعية او إباحية.","السيستاني"
"114",163,"

في بعض الأفلام او المسرحيات هناك مشاهد مثيرة للغرائز ( كالتقبيل مثلاً ) فهل يجوز استنساخ مثل هذه الافلام مقابل أجر إذا كان الشخص الذي يقوم بالنسخ لا يعلم باحتواء الفلم على مثل هذه الأشياء ؟ وإذا كان الفلم خالياً من ذلك إلاّ ان الممثلات فيه يظهرن شعرهن وايديهن فماذا يكون الحكم في هذه الحالة ؟","إذا كان الفلم يتضمن مشاهد خلاعية او كان يؤثر سلباً على المُشاهد من حيث العقيدة او الاخلاق فلا يجوز المساهمة في ترويجه بالاستنساخ أو غيره وإلاّ فلا مانع من هذه الجهة.","السيستاني"
"115",164,"

كثرت في الآونة الأخيرة وبكثرة عن قيام بعض المحلات والباعة المتجولين وبشكل علني عن بيع نسخ وايجار أقراص الفيديو (سيدي) والتي لا تحتوي على الخلق الإسلامي والعفة وما تسمى لديهم (بالثقافية) فما رأي سماحتكم بذلك وما هو حكم المال الوارد من هذه المعاملات ؟","إذا كانت هذه الأقراص تشتمل على الأفلام المنافية للآداب والأخلاق وتنشر الفساد بين المجتمع ونحو ذلك فلا يجوز التعامل بها وثمنها سحت.","السيستاني"
"116",166,"

بعض الافلام الدراسية والتمثيلية يسمع في اثنائها صوت الموسيقي لكن مع ذلك لاتوجد مظاهر اخرى خلاف الشريعة الاسلامية فهل يجوز مشاهدتها؟","اذا كان ما يتخللها من الموسيقي التصويرية لا تناسب مجالس اللهو واللعب والرقص فلا مانع من الاستماع اليها.","السيستاني"
"117",168,"

هل يجوز النظر الى المسلسلات والافلام المدبلجة ؟","إذا كانت تؤثر على المشاهد وتوجب انحرافه فلا يجوز كما لا يجوز النظر بشهوة بل وكذا من دونها على الأحوط إذا كانت المشاهد خلاعية.","السيستاني"
"118",169,"

يخرج بعض المخرجين فلماً تاريخياً عن النبي (صلى الله عليه وآله) أو الائمّة (عليهم السلام):‏
أ ـ هل يجوز أن يتقمّص شخصيّة النبي الكريم (صلى الله عليه وآله) ممثّل يظهر امام الجمهور على أنّه النبي (صلى الله عليه وآله) وهكذا الحال بالنسبة الى الائمّة (عليهم السلام)؟
ب ـ اذا كانت الاِجابة بالجواز فهل يشترط ان يكون ذلك الممثّل مؤمناً؟","يجوز تمثيل شخصيّاتهم (عليهم الصلاة والسلام) ولكن بشرط أن لا يسيء ذلك ولو في الزمان المستقبل الى مقاماتهم الشريفة وصورهم المقدّسة في النفوس ولعل لصفات الممثل الذي يؤدي دورهم (عليهم السلام) وخصوصياته بعض الدخل في ذلك ولكن هذا لا يعني بانه يجوز اظهار وجوههم المقدسة في التمثيل.‏","السيستاني"
"119",172,"

ما هو الحكم الشرعي في المحادثة التي تتم عن طرق الانترنت بين الشاب والشابة فقط كتابياً وليس صوتياً ؟","لا يجوز مع خوف الوقوع في الحرام ولو بالانجرار اليه شيئا فشيئا.","السيستاني"
"120",174,"

ما حكم تبادل الرسائل الالكترونية بين الجنس الأخر بشكل مباشر؟","لا يجوز لما فيه من خوف الوقوع في الحرام ولو بالأنجرار إليه شيئا ً فشيئا ً.","السيستاني"
"121",175,"

ما حكم شاب يراسل فتيات في بلاد اخرى لهدف في المراسلة المتعارف وتبادل المعلومات والهدايا؟","المراسلة في حد ذاتها لا باس بها ولكن اذا تضمنت الرسائل ما يوجب الفساد والريبة او نحوها في الاُمور المحرمة حرمت لذلك.","السيستاني"
"122",176,"

هل يجوز وضع صورة شخص على الإنترنت من دون اذنه؟","لا يجوز ذلك مع صدق عنوان محرّم من قبيل إفشاء سر المؤمن أو إيذائه و الإضرار به ، بل ينبغي التجنّب عن ذلك من غير إحراز رضاه مطلقا.","السيستاني"
