"","Question","Answer","bookmark"
"83","
2
Question: I have been told that I am under Black Magic. I feel that my mind is blocked and I cannot think and concentrate deeply. Also, I cannot think constructively which is destroying my professional and personal life. Kindly suggest me duas / amaal which I can do to come out of this painful trauma.","Answer: We advise you to read the Holy Quran, particularly the four chapters that begin with ""Qul"" i.e. ""Qul howallahu ahad"", ""Qul yaa ayyohal kaferoon"", ""Qul a'uzo berabbil falagh"", and ""Qul yaa ayyohal kaferoon"". At the same time, you should visit a doctor.","/english/qa/15538/"
"84","
3
Question: Is it permissible to use white magic which is employed for good and is the opposite of black magic which is used by evil persons?
Answer: Magic in all its shapes and forms is forbidden [even that which is used to undo magic] unless the matter rests upon a greater benefit such as saving the life of a respected person.","
","/english/qa/15539/"
"85","
1
Question: What is your ruling on getting one's work done through bribery?","Answer: If someone's duty is to do a job without getting money but he does not do it without receiving it, giving money to get something done is permissible but it is haram for the recipient to use the money.
Yes, there are cases where bribery is Haram (forbidden), for example, in judiciary cases bribing the judge.","/english/qa/15518/"
"86","
1
Question: A Muslim works in a non-Muslim country, in a private office, or in a government office, or on contract for a specific project where he is paid by the hour. Is it permissible for him to waste some hours or work negligently or intentionally delay the job? Does he deserve the full wages?","Answer: It is not allowed; and if one does so, he is not entitled to full wages.","/english/qa/15514/"
"87","
2
Question: Is it permissible to work as salesman or cashier in shops that sell pornographic magazines? Is it permissible to deal in these kinds of magazines? Is it permissible to print them?","Answer: None of these [activities] is permissible because they aim at promoting forbidden acts and spreading obscenity.","/english/qa/15515/"
"88","
3
Question: Is it permissible for a Muslim business owner to employ non-Muslims in his business even though there are Muslims who need jobs?","Answer: On its own terms, it is permissible; but based on the demands of Islamic brotherhood and the rights that Muslims have over one another, it is better to choose Muslims over non-Muslims as long as it does not entail any problem.","/english/qa/15516/"
"89","
4
Question: Many big companies and business in the West employ large numbers of employees who work in offices about whose ownership they have no idea. So what is the ruling on:
   1. Praying in those offices and using the water for wudhu?
   2. If praying there is problematic, what would become of past prayers said in those places?
Answer:    1. There is no problem in praying in those places nor in using the water for wudhu as long as it is not known to have been usurped.
   2. If it becomes clear after saying the salat that the property was usurped, the past prayers are valid.","","/english/qa/15517/"
"90","
1
Question: Sometimes I see blood mixed with the saliva of my mouth. It often happens when I brush my teeth. What is the ruling on this kind of blood?","Answer: The blood, which comes from inside the teeth, vanishes as it gets mixed with the saliva, the saliva is Tahir (pure), and it can go down the throat.","/english/qa/15545/"
"91","
2
Question: If blood is seen in the yolk or the white part of the egg, does it make the egg impure and haram for us? Is there a solution for it?","Answer: The clot of blood inside the egg is pure, but it is Haram [Forbidden for consumption]. Therefore, the egg can be eaten by removing the blood from it, provided it not very minute and been absorbed in it.","/english/qa/15547/"
"92","
1
Question: Is it permissible for a woman to wear perfume when going out of her home?","Answer: It is not permissible for a woman to go out wearing perfume  if non-mahram men are aroused and attracted to her or if she intends to attract such men.","/english/qa/15490/"
"93","
2
Question: Is salat valid if the person uses cologne? Is cologne ritually pure?","Answer: Yes, it is pure (Tahir) and Salat with it is correct.","/english/qa/15493/"
"94","
1
Question: Is it permissible to chat with girls on the internet?","Answer: If it is feared that they might be drawn towards sin, it is not permissible. Normally chatting ends up in a sin for both sides. ","/english/qa/15508/"
"95","
2
Question: I want to ask about talking to ones fiancee on telephone, is it permissible or not?","Answer: If it is feared that you might fall into a sin, it is not permissible. Since she is not related to you through Nikah as of now, you cannot express love or start joking and becoming intimate with her, and after the Islamic Aqd contract(Nikah) it will be fine.","/english/qa/15509/"
"96","
3
Question: Can I be in a friendly relationship with a girl in my class.","Answer: All kinds of relations with a non-mahram including joking, expressing mutual love, talking with the intention of deriving pleasure, looking at the body of a girl (except her face and hands up to the wrists) and at her hair or looking at her face with pleasure are Haram (forbidden).  In fact, if it is feared that they might fall into a sin, it is forbidden for them to have any kind of relationship with each other.","/english/qa/25287/"
